firm_ID,event_date,realized_earnings,earnings_forecast,lagged_ME
1258,2017-07-21,655.87,676.09,3609.22
1259,2017-10-31,403.05,404.07,2162.39
1260,2018-02-26,560.12,610.22,8426.65
1261,2017-07-21,874.29,986.55,16516.99
1262,2017-01-19,986.92,1092.95,12572.97
1263,2017-01-19,446.03,470.84,8612.42
1264,2018-01-05,448.82,472.15,6328.34
1265,2017-05-23,792.8,832.19,7651.77
1266,2017-06-19,515.06,522.18,2681.06
1267,2018-01-22,273.34,291.29,2437.12
1268,2017-05-15,424.95,462.57,5588.21
1269,2017-11-27,791.97,938.49,14196.32
1270,2017-07-05,342.93,410.49,5826.52
1271,2018-02-20,587.07,610.52,3921.9
1272,2017-01-17,493.97,540.1,9375.62
1273,2017-09-25,670.79,691.34,7788.91
1274,2018-01-11,290.82,306.94,5316.05
1275,2017-08-31,100.66,103.03,525.95
1276,2018-02-15,941.66,964.22,9598.76
1277,2017-02-24,682.93,799.34,11478.86
1278,2017-02-10,527.58,609.2,8108.95
1279,2017-05-26,524.37,558.13,5027.95
1280,2018-02-20,476.34,558.62,5072.83
1281,2017-04-07,892.81,1078.29,15295.9
1282,2017-08-01,173.8,175.02,2752.59
1283,2017-04-27,629.22,652.14,6690.29
1284,2017-05-08,693.15,698.35,6095.42
1285,2017-11-02,233.13,234.22,1679.04
1286,2017-08-04,230.22,226.56,2881.99
1287,2017-09-29,656.93,685.21,4377.84
1288,2018-03-26,918.49,943.53,16108.63
1289,2017-07-19,837.8,863.47,9918.33
1290,2017-12-14,249.97,264.55,2582.35
1291,2017-01-30,685.81,775.66,9675.6
1292,2017-10-24,627,630.92,4497.1
1293,2017-04-12,243.84,298.55,3991.72
1294,2017-01-12,741.07,843.32,10759.63
1295,2017-02-20,500.89,522.68,5075.37
1296,2017-11-27,773.8,785.57,4512.64
1297,2017-02-06,187.46,221.55,2035.08
1298,2017-09-28,661.34,716.6,10607.58
1299,2017-02-23,502.52,583.07,7481.32
1300,2017-09-11,944.08,1077.68,14445.58
1301,2017-10-26,866.99,931.47,12792.48
1302,2018-02-20,950.52,1005.42,7446.82
1303,2017-03-02,603.36,610.48,5826.66
1304,2017-06-21,142.74,150.56,2761.26
1305,2018-03-16,637.22,699.65,10217.86
1306,2017-08-25,883.99,957.66,10551.82
1307,2017-08-25,827.91,876.86,15818.85
1308,2017-10-17,430.94,436.34,5721.94
1309,2018-03-22,342.54,379.49,6118.77
1310,2018-01-04,418.75,439.83,5379.66
1311,2018-02-19,583.88,727.26,10598.32
1312,2017-03-21,657.44,734.52,6212.3
1313,2017-08-15,930.31,965.18,10065.42
1314,2018-02-23,647.6,713.1,8683.4
1315,2018-02-09,343.42,349.44,2722.11
1316,2017-06-20,811.27,895.05,10584.19
1317,2017-04-18,770.86,818.71,4889.13
1318,2017-11-24,264.52,274,1667.9
1319,2017-01-26,716.48,758.09,6823.85
1320,2017-05-15,877.58,896.27,6827.11
1,2018-05-09,495.91,527.09,13532.44
2,2018-08-28,148.86,157.37,1654.65
3,2018-10-18,455.13,460.54,3591.12
4,2018-10-18,1265.4,1636.03,25510.42
5,2018-02-09,818.35,906.14,11700.71
6,2018-05-24,542.89,597.73,13618.12
7,2018-05-17,714.41,824.7,14814.99
8,2018-03-09,163.21,187.91,4300.48
9,2018-10-11,791.16,811.02,11553.38
10,2019-02-27,592.66,633.24,9992.39
11,2018-06-14,639.71,698.32,9569.52
12,2019-02-20,1004.25,1037.55,9484.49
13,2018-11-09,412.93,450.16,5113.43
14,2018-11-30,899.79,919.47,11396.4
15,2018-03-28,121.55,135.05,1652.42
16,2018-12-10,457.42,497.23,4366.06
17,2019-01-31,319.29,329.84,3641.4
18,2019-02-04,164.02,169.06,1216.39
19,2018-12-11,334.7,368.91,2365.47
20,2018-03-23,163.1,180.11,3599.15
21,2018-05-14,434.75,442.72,6865.98
22,2018-05-01,923.01,931.35,8335.4
23,2018-06-19,295.49,335.32,5979.64
24,2018-06-21,408.39,487.01,9179.23
25,2018-10-12,728.28,856.63,10400.34
26,2018-06-20,669.94,745.63,16399.36
27,2018-05-17,997.41,1112.42,19111.49
28,2018-01-19,1008.94,1115.03,13885.84
29,2019-03-19,698.18,739.99,10619.77
30,2018-08-09,411.5,429.23,3269.55
31,2018-04-17,953.32,1034.07,10992.08
32,2018-12-19,673.01,767.98,9195.24
33,2019-02-18,248.54,270.7,2621.81
34,2018-07-20,153.08,174.42,1914.7
35,2018-02-06,1003.58,1198.55,31599.19
36,2018-11-16,516.77,532.95,2554.09
37,2018-05-17,420.57,449.7,12887.99
38,2018-03-02,635.32,737.71,15800.72
39,2018-01-04,840.44,865.46,7347.27
40,2018-09-11,636.18,729.23,9480.34
41,2018-09-10,239.87,276.4,6284.07
42,2018-05-31,864.77,914.47,6907.25
43,2019-02-06,925.08,1022.52,15805.81
44,2018-05-30,521.64,565.89,15287.72
45,2019-03-29,775.3,838.86,6279.04
46,2019-01-17,878.4,899.35,12152.93
47,2018-11-27,755.76,941.57,17244.92
48,2018-01-29,765.88,889.09,17732.67
49,2019-02-15,420.21,428.36,3277.88
50,2018-10-30,896.44,964.31,14920.66
51,2018-02-14,680.7,696.57,6184.37
52,2018-02-13,144.61,161.75,4752.6
53,2018-07-31,494.06,536.37,7930.53
54,2018-03-12,813.45,820.66,7664.01
55,2018-11-14,763.27,807.41,11514.49
56,2018-01-22,283.17,329.53,6363.89
57,2018-01-04,615.84,674.87,7614.34
58,2018-08-28,273.37,302.4,3910.32
59,2018-10-11,427.09,463.09,8770.74
60,2019-01-30,858.61,894.43,9707.71
61,2018-08-24,573.57,607.47,11159.87
62,2018-08-09,119.07,121.93,1671.55
63,2018-04-03,224.26,238.25,2132.88
64,2018-06-25,135.59,151.43,2334.13
65,2018-11-21,666.93,667.38,4768.47
66,2018-05-14,549,576.57,5063.37
67,2019-02-14,461.36,501.03,5785.15
68,2018-12-18,478.15,560.35,9423.91
69,2018-09-11,445.59,462.4,8242.64
70,2018-10-12,1038.2,1104.86,7414.26
71,2018-07-10,964.11,1018.23,20781.4
72,2018-09-21,941.67,951.64,5204.82
73,2018-01-04,901.91,929.61,9276.57
74,2018-06-05,627.08,690.7,6824.54
75,2018-10-01,702.17,744.36,8678.81
76,2019-02-01,395.39,428.87,2715.89
77,2019-02-27,567,581.28,4946.45
78,2018-04-19,399.37,443.42,8608.55
79,2018-12-19,630.37,657.13,12623.66
80,2018-07-09,838.47,1021.41,24601.27
81,2019-03-13,693.78,699.73,4691.53
82,2018-11-13,254.44,262.78,4060.87
83,2018-10-29,191.18,208.62,4127.81
84,2018-06-08,927.33,1252.54,33999.45
85,2018-08-31,801.5,852.19,11893.72
86,2019-03-06,778.64,827.7,10250.7
87,2018-06-04,165.33,225.39,4382.6
88,2018-06-07,962.45,1150.44,22202.88
89,2018-06-08,414.92,429.37,3905.36
90,2018-04-13,271.35,284.95,2697.09
91,2018-10-09,480.62,500.98,9448.79
92,2018-05-01,115.05,118.26,924.34
93,2018-04-16,332.41,344.38,2622.8
94,2018-05-23,873.79,890.64,17602.36
95,2019-02-08,262.77,270.2,2779.99
96,2018-04-16,993.23,1050.83,32423
97,2018-08-06,196.5,211.2,2053.2
98,2018-10-17,642.62,677.51,8278.13
99,2018-02-21,733.05,785.28,18793.25
100,2018-12-11,983.15,1030.59,8524.25
101,2018-05-24,710.94,783.36,16540.18
102,2018-08-08,973.12,1006.59,19654.72
103,2019-02-22,107.6,113.12,1096.44
104,2018-04-26,336.18,356.84,7573.03
105,2018-10-30,494.15,497.89,4411.82
106,2018-02-13,144.96,145.35,2393.93
107,2018-06-15,358.25,391.34,3666.34
108,2018-06-18,899.47,976.96,20042.76
109,2018-01-04,337.52,366.12,5936.25
110,2018-11-06,646.82,665.69,10760.27
111,2018-01-04,688.32,745.36,14242.34
112,2018-03-06,1010.96,1310.13,28183.25
113,2019-01-30,989.48,1188.49,14138.58
114,2019-02-21,694.33,702.73,10740.98
115,2018-07-10,430.03,480.12,12358.18
116,2019-01-11,729.6,766.67,13783.37
117,2018-08-21,409.49,452.41,4521.8
118,2018-06-20,220.28,231.97,3621.29
119,2019-02-05,986.29,988.04,5384.2
120,2018-02-06,869.06,922.44,7685.71
121,2018-12-06,297.61,310.51,3973.03
122,2018-03-05,112.78,117.75,1430.26
123,2019-01-28,670.1,739.27,9008.41
124,2018-12-18,884.02,916.48,13013.37
125,2018-09-28,788.53,825.35,16255.6
126,2018-12-27,503.19,554.2,8078.36
127,2018-06-08,933.65,966.81,7602
128,2018-12-07,434.15,439.91,4922.42
129,2019-01-18,580.72,582.45,2322.9
130,2019-01-11,625.3,639.39,8757.19
131,2018-02-02,320.12,346.07,5986.4
132,2018-03-19,1067.47,1370.96,37389.99
133,2018-01-16,935.15,979.63,11575.47
134,2019-01-17,593.11,656.54,6036.01
135,2018-04-19,1000.6,1050.23,11917.86
136,2018-09-28,256.34,270.03,5139.51
137,2018-11-07,594.93,615.33,11237.36
138,2019-01-04,683.89,756.7,9871.21
139,2018-11-28,159.59,180.58,2368.12
140,2018-12-13,553.74,585.15,2721.18
141,2018-06-21,381.95,401.5,5663.4
142,2018-12-19,733.23,764.18,11865.42
143,2018-04-09,935.31,994.21,6919.73
144,2018-05-17,436.1,456.36,8301.36
145,2018-12-19,722.86,784.29,7778.33
146,2018-07-24,134.98,147.94,2700.26
147,2018-01-22,623.09,639.81,6140.15
148,2018-11-19,123.77,120.19,2284.15
149,2018-05-24,366.71,423.8,9521.06
150,2018-09-06,838.06,874.32,15230.13
151,2018-10-29,611.89,670.46,11294.92
152,2018-08-22,546.31,595.31,11841.23
153,2018-05-02,440.61,472.58,12058.46
154,2018-04-25,1013.1,1107.83,19167.43
155,2019-03-22,1040.98,1073.68,9355.81
156,2019-02-21,281.65,304.87,4008.14
157,2019-02-14,115.04,118.89,878.02
158,2019-03-29,836.57,947.62,14298.34
159,2018-05-28,542.34,569.68,4921.55
160,2018-10-30,116.95,129.51,1399.65
161,2018-12-04,356.54,389.61,4789.09
162,2018-11-30,1028.4,1112.14,6411.89
163,2018-05-31,154.02,166.81,3402.67
164,2018-06-20,697.33,817.51,14325.01
165,2018-01-23,509.17,558.37,4848.23
166,2018-05-28,915.7,1102.79,21230.09
167,2018-04-10,317.62,343.72,9256.46
168,2018-09-19,546.73,630.68,12813.98
169,2019-01-08,947.34,1065.75,20683.22
170,2018-07-10,1000.86,1041.33,20442.79
171,2018-05-10,405.92,431.87,5929.05
172,2018-10-16,405.05,438.24,8342.22
173,2018-06-18,846.65,862.04,8681.69
174,2019-02-01,362.59,373.63,3590.11
175,2018-07-03,140.68,158.33,3379.94
176,2018-10-23,244.68,257.89,5394.06
177,2019-01-28,152.55,161.35,1137.37
178,2018-10-01,724.49,821.57,15812.6
179,2019-03-01,609.09,674.75,9417.56
180,2019-03-28,1133.34,1211.67,15622.24
181,2018-08-10,371.78,385.62,5928.86
182,2019-03-08,778.7,802.35,10146.17
183,2018-10-24,611.03,693.43,10504.88
184,2019-01-18,919.06,969.12,7196.74
185,2019-01-09,306.44,330.57,4043.3
186,2018-05-14,792.43,850.51,21990.11
187,2018-06-25,632.36,700.92,15114.51
188,2019-03-13,1031.7,1053.31,5935.69
189,2018-05-11,831.34,849.6,7677.35
190,2018-11-22,774.97,774.04,9437.17
191,2018-01-10,405.58,485.44,8242.16
192,2018-10-19,639.95,697.26,5884.68
193,2018-07-23,1014.59,1016.82,9228.01
194,2018-06-21,989.25,1050.82,20874.13
195,2018-11-15,793.94,879.4,8277.78
196,2018-11-07,159.55,161.33,836
197,2018-03-01,456.13,517.9,9630.99
198,2018-06-07,679.79,759.37,10707.27
199,2018-07-12,248.12,266.04,6478.43
200,2018-10-24,660.1,699.17,4469.36
201,2018-11-13,179.87,188.64,4033.29
202,2019-02-05,973.88,1101.65,11786.75
203,2018-02-27,313.48,337.54,4261.03
204,2018-04-20,360.1,398.24,4875.97
205,2018-11-13,187.67,210.76,3187.08
206,2018-12-17,1033.46,1066.35,17471.27
207,2018-05-21,937.53,1192.27,27224.62
208,2018-12-18,221.25,251.51,4580.11
209,2018-09-13,761.51,827.77,9485.42
210,2019-01-25,349.48,361.49,2374.48
211,2018-03-12,118.52,122.18,2834.56
212,2018-12-18,679.2,692.58,4330.77
213,2018-12-26,416.29,431.54,2080.8
214,2018-05-18,1110.6,1117.09,24549.34
215,2018-12-11,808.09,817.48,8930.86
216,2018-11-21,307.87,326.98,4634.01
217,2018-10-15,224.94,261.78,4432.53
218,2018-05-11,110.63,113.9,1084.66
219,2018-08-17,209.13,209.61,2904.91
220,2018-05-08,179.9,184.06,1209.47
221,2019-03-12,506.5,534.49,5758.97
222,2018-05-15,325.22,409.51,9103.64
223,2018-10-22,1053.4,1188.97,16387.82
224,2019-01-21,670.01,668.93,13555.75
225,2018-02-16,194.57,204.02,1512.33
226,2018-11-02,806.07,911.9,18468.62
227,2019-02-20,743.35,772.25,11195.32
228,2018-06-29,1058.26,1158.79,23986.93
229,2018-03-06,608.67,672.57,11474.6
230,2018-11-27,157.62,178.65,2611.14
231,2018-01-04,197.8,203.57,3201.9
232,2019-03-04,167.74,176.82,2174.79
233,2019-01-15,565.44,588.28,6470.96
234,2018-08-15,655.87,653.45,14909.3
235,2018-04-20,719.22,732.43,7659.12
236,2018-05-15,474.32,519.96,11257.57
237,2019-03-14,611.73,669.18,5071.62
238,2018-08-22,686.92,697.29,6732.48
239,2018-05-18,661.9,666.6,11081.52
240,2018-06-04,361.37,363.6,2711.66
241,2018-06-26,928.92,976.11,28064
242,2018-10-16,687.95,701.36,7984.92
243,2019-02-12,1066.76,1144.9,15484.09
244,2018-04-12,256.07,283.4,6763.3
245,2018-02-05,438.17,454.06,3064.81
246,2018-07-25,910.83,1100.7,15659.28
247,2018-05-17,301.13,326.56,8070.33
248,2018-08-29,695.37,722.45,7836.73
249,2019-02-08,807.95,993.25,13299.35
250,2018-04-24,938.66,1098.26,22895.44
251,2019-01-10,862.1,951.42,15153.65
252,2019-01-29,756.37,757.39,5056.52
253,2018-01-24,506.71,544.01,5089.47
254,2018-05-07,407.23,473.16,12679.15
255,2018-04-25,960.06,1164.15,28722.08
256,2018-03-05,406.76,408.2,12618.55
257,2019-03-01,193.72,225.37,3423.58
258,2018-03-09,363.64,436.42,11968.44
259,2019-02-27,481.36,480.22,5627.19
260,2018-06-19,305.74,330.58,9165.1
261,2018-12-21,1010.49,1036.92,10636.37
262,2018-06-01,609.65,615.69,4808.12
263,2018-07-17,831.71,899.48,13653.15
264,2018-03-09,313.96,331.91,3290.5
265,2018-11-26,677.11,697.3,12028.42
266,2018-05-15,340.66,349.12,3166.16
267,2018-08-13,445.26,450.89,5270.83
268,2018-10-26,364.15,393.93,5203.28
269,2018-10-29,580.43,640.6,11414.26
270,2019-03-04,516.08,547.3,4191.42
271,2019-02-28,782.65,800.78,7604.87
272,2018-01-30,239.25,261.57,2004.74
273,2018-02-08,121.03,131.19,1684.91
274,2018-03-07,158.03,164.83,1395.98
275,2018-01-30,379.28,433.24,8175.48
276,2018-09-26,219.18,230.04,1836.02
277,2019-02-26,556.38,583.49,2831.3
278,2018-07-04,128.58,156.88,2767.58
279,2018-01-15,155.88,161.08,1469.51
280,2018-01-23,550.19,588.15,6875.59
281,2019-01-21,650.09,716.06,12625.84
282,2018-06-19,844.62,912.63,16580
283,2019-03-12,662.62,697.49,5061.44
284,2018-04-19,801.64,866.24,12498.98
285,2018-03-06,151.91,161.88,2603.49
286,2019-02-26,899.8,911.54,5207.66
287,2019-01-16,515.37,505.45,5138.61
288,2019-01-07,216.27,242.81,2418.96
289,2018-05-14,714.84,729.5,7572.84
290,2018-08-31,199.62,216.9,2630.94
291,2019-01-25,165.49,176.23,3333.05
292,2018-06-11,816.05,850.38,18617.99
293,2018-12-25,159.93,171.87,1057.34
294,2018-07-11,1052.36,1267.66,29058.69
295,2018-08-20,802.86,828.04,5407.75
296,2018-03-07,877.08,1013.31,15246.64
297,2018-08-06,906.3,1008.43,25447.01
298,2018-12-19,490.7,491.34,2830.93
299,2018-08-02,1025.27,1072.48,22468.45
300,2018-06-06,194.35,222.17,3116.6
301,2019-01-28,181.88,197,1741.45
302,2018-04-19,917.51,1121.71,26147.92
303,2018-05-15,216.71,268.05,4643.64
304,2018-07-20,949.65,989.65,22566.33
305,2018-10-19,1056.19,1130.78,17718.81
306,2018-08-22,520.02,556.84,14068.61
307,2018-08-15,447.19,480.37,4455.24
308,2018-09-26,1173.28,1193.99,19939.6
309,2018-02-13,982.02,1075.03,16657.37
310,2018-04-05,229.44,248.66,6044.75
311,2018-03-16,1046.43,1081.03,7671.13
312,2018-08-08,1105.33,1346.49,30090.49
313,2018-12-21,573.28,609.68,9160.55
314,2018-12-18,773.01,807.9,8524.15
315,2018-08-23,170.58,178.15,1343.5
316,2018-01-29,136.32,140.96,2092.06
317,2018-08-16,107.91,111.93,1463.63
318,2018-07-17,276.29,310.06,7540.75
319,2018-05-31,829.54,994.47,19197.17
320,2018-05-16,664.11,730.34,15789.12
321,2018-12-05,912.47,971.97,13696.28
322,2018-01-11,840.54,944.95,17637.59
323,2018-05-16,782.48,886.72,27411.61
324,2018-07-23,409.74,422.33,8589.12
325,2019-01-09,579.48,587.57,11495.02
326,2018-07-09,298.01,383.89,10155.41
327,2018-10-19,825.83,881.79,11396.69
328,2018-07-31,495.06,534.1,9765.47
329,2018-09-06,964.05,1047.16,16466.88
330,2018-05-01,174.07,182.92,2394.87
331,2019-03-20,990.39,1093.4,16129.99
332,2018-04-04,289.09,313.92,3015.68
333,2018-10-09,735,729.33,10332.65
334,2018-07-18,985.92,1000.53,12887.15
335,2018-10-25,206.55,220.2,1544.91
336,2018-03-19,850.36,876.52,11173.23
337,2019-02-01,1081.19,1153.44,13740.03
338,2018-05-17,985.51,1068.34,17104.85
339,2018-06-25,120.43,118.53,2027.2
340,2018-07-30,875.75,983.11,17065.73
341,2018-07-03,423.12,500.56,11834.12
342,2018-08-21,976.86,1124.26,21317.79
343,2018-04-17,803.5,858.31,18840.24
344,2018-02-23,389.03,436.72,3344.3
345,2019-03-07,771.69,860.35,8288.54
346,2018-01-09,486.38,567.33,11808.98
347,2018-11-09,577.44,685.5,13708.56
348,2019-02-08,265.91,263.25,4539.84
349,2018-10-23,540.61,611.05,6006.02
350,2019-01-22,368.71,381.11,4835.01
351,2018-11-14,707.07,765.26,7525.46
352,2019-02-01,278.55,286.37,1763.7
353,2018-01-10,808.98,960.74,11824.06
354,2018-06-25,1016.94,1029.21,21255.33
355,2018-09-20,546.64,549.12,9746.63
356,2018-12-11,186.65,191.24,1000.92
357,2018-06-12,164.39,178.67,3938.15
358,2018-08-31,605.82,691.11,7453.65
359,2018-08-28,341.06,360.74,3903.43
360,2018-09-19,595.24,632.47,14151.9
361,2018-09-04,267.6,302.52,6508.07
362,2018-08-02,543.53,585.42,11462.24
363,2018-05-25,329.98,365.53,4815.99
364,2018-11-21,1018.59,1142.29,15929.68
365,2018-02-01,1101.26,1322.58,19917.42
366,2019-02-27,1041.9,1049.1,10556.65
367,2018-03-15,954.13,971.68,23747.33
368,2018-11-05,449.69,462.59,2480.22
369,2018-01-15,136.63,146.51,1506.35
370,2018-10-22,107.84,112.1,1099.22
371,2018-06-08,1146.51,1353.58,26494.8
372,2018-11-12,158.04,207.56,3592.77
373,2018-01-22,656.94,759.48,14715.26
374,2018-01-26,729.06,801.31,13380.08
375,2018-03-02,914.96,1000.78,21182.32
376,2018-05-01,116.46,122.56,1517.24
377,2019-02-12,295.12,305.02,3471.75
378,2018-01-19,1037.12,1110.16,15328.98
379,2018-02-28,220.58,248.37,3684.52
380,2018-08-31,322.02,340.58,3450.51
381,2018-08-13,611.52,726.08,12984.23
382,2018-04-03,354.25,413.24,8378.94
383,2018-05-23,943.72,1029.65,11110.5
384,2018-08-17,797.2,826.77,6267.49
385,2018-02-28,906.73,1006.39,12958.96
386,2018-09-25,188.97,214.22,3316.26
387,2018-05-15,961.95,1052.13,15718.42
388,2019-02-15,773.9,817.01,11163.22
389,2018-07-31,825.63,873.9,9307.25
390,2018-01-19,224.34,236.02,1967.9
391,2018-03-09,886.36,888.2,15821.46
392,2018-06-13,165.31,180.77,2554.48
393,2018-07-12,194.42,235.09,5569.3
394,2018-09-26,950.56,1105.49,22332.82
395,2018-09-05,717.05,747.28,14941.95
396,2019-02-04,291.91,330.97,5345.49
397,2018-01-29,210.28,240.32,5472.68
398,2018-04-05,1067.47,1069.08,28830.1
399,2018-10-02,683.55,731.61,7878.16
400,2019-01-29,231.07,231.48,1362.76
401,2018-06-27,910.51,918.86,13313.17
402,2018-08-24,436.64,470.41,5640.52
403,2018-06-13,625.58,643.97,4173.47
404,2018-10-24,766.14,823.73,7197.23
405,2018-12-03,192.11,213.08,3501.17
406,2018-03-29,487.84,508.53,3434.63
407,2019-01-07,306.87,319.66,2093.92
408,2018-01-17,432.43,487.12,11451.92
409,2019-01-22,997.38,1061.18,12812.84
410,2018-01-17,544.76,587.01,10736.54
411,2018-08-14,223.33,234.17,3057.82
412,2018-06-21,426.83,507.96,10078.04
413,2018-10-11,332.75,361.95,4415.05
414,2019-03-06,975.02,1001.98,5655.74
415,2019-02-22,236.62,242.67,3291.61
416,2019-03-01,509.69,506.5,4357.77
417,2018-04-25,143.76,156.29,2091.31
418,2018-04-17,718.17,747.2,7827.38
419,2019-03-01,585.09,596.21,8662.12
420,2019-03-22,197.09,195.03,1841.7
421,2019-03-19,966.76,1108.67,9241.56
422,2018-01-05,438.17,483.64,4276.11
423,2018-11-26,830.93,863.53,4102
424,2019-02-15,466.3,478.41,4693.23
425,2018-03-14,207.04,228.82,4100.18
426,2018-01-12,598.54,640.24,11456.51
427,2018-11-21,945.17,991.59,12111.11
428,2018-12-17,532.8,550.44,5186.76
429,2018-07-17,110.93,134.3,2835.19
430,2018-12-04,214.77,242.26,4057.11
431,2019-03-26,227.31,263.19,4161.04
432,2018-05-15,388,410.88,3326.96
433,2019-03-06,759.59,777.49,4659.48
434,2018-05-01,826.79,839.88,10419.8
435,2018-03-02,181.11,188.31,1665.25
436,2018-02-13,962.36,1050.25,12125.83
437,2018-11-20,685.91,706.7,5254.85
438,2018-07-05,510.89,540.24,8185.07
439,2019-02-06,981.15,1037.29,15871.26
440,2018-11-01,654.84,721.83,8322.28
441,2018-03-09,781.35,818.7,23953.57
442,2018-05-18,400.03,426.65,8464.31
443,2018-01-30,704.09,769.86,7676.85
444,2019-03-01,997.43,1041.13,12900.33
445,2019-02-27,415.69,420.58,5820.88
446,2018-07-27,433.05,490.24,9782.3
447,2018-01-17,167.19,178.33,2438.85
448,2018-05-09,657.26,805.02,12070.8
449,2018-04-17,280.46,301.07,3860.73
450,2018-01-31,448.37,463.02,3162.4
451,2019-02-04,553.83,579.17,4142.7
452,2018-12-10,867.12,872.39,7517.45
453,2018-09-10,614.98,694.65,6590.96
454,2018-03-22,624.58,679.51,14762.94
455,2018-05-31,617.14,633.47,10083.22
456,2018-04-19,349.63,400.37,8702.99
457,2018-05-18,952.14,1033.11,11317.85
458,2019-03-04,141.39,154.55,1725.89
459,2018-07-09,526.73,561.35,13925.31
460,2018-10-11,904.84,964.98,9892.15
461,2018-03-08,661.18,692.11,15230.67
462,2018-05-31,922.41,967.63,13211.72
463,2018-02-28,1062.35,1075.9,24880.33
464,2019-02-28,169.66,176.66,1530.1
465,2018-07-06,393.54,466.36,9452.22
466,2018-07-17,686.94,751.6,8538.71
467,2018-06-18,995.53,1019.66,15690.59
468,2018-08-28,246.83,246.88,3294.61
469,2018-10-09,334.38,336.93,5239.54
470,2018-06-14,409.99,463.01,7482.74
471,2018-11-14,804.33,880.04,13092.14
472,2019-01-11,527.69,535.01,4094.23
473,2018-03-08,293.17,327.08,2693.65
474,2018-01-23,764.31,895.48,12666.82
475,2018-03-07,1021.9,1182.83,13535.1
476,2019-02-04,581.35,597.89,3928.2
477,2019-03-05,156.06,164.3,2419.38
478,2018-09-28,464.3,491.26,4239.33
479,2018-09-18,471.94,526.23,8545.01
480,2018-08-02,1003.74,1020.26,15731.78
481,2019-02-28,225.04,247.51,3562.37
482,2019-02-14,158.99,160.92,1290.47
483,2018-09-07,746.46,881.92,13397.3
484,2019-03-01,617.88,642.84,4640.88
485,2018-05-02,393.2,397.83,4082.65
486,2018-05-21,621.83,636.15,12321.56
487,2019-02-01,275.65,289.42,3840.29
488,2018-04-04,969.13,1213.16,22699.79
489,2018-03-29,863.52,894.08,10651.81
490,2018-02-05,200.59,211.38,1790.7
491,2019-01-07,622.07,662.65,10133.67
492,2018-03-15,858.45,1009.76,15682.8
493,2019-02-22,282.37,309.5,3059.4
494,2018-06-25,441.24,457,4728.93
495,2018-11-14,773.08,824.37,6686.48
496,2018-12-18,583.44,612.98,8896.8
497,2018-08-29,795.16,846.34,10045.47
498,2018-09-26,864.85,964.78,16062.8
499,2018-11-21,755.78,740.46,15376.8
500,2018-05-22,406.91,476.25,8249.61
501,2018-06-26,177.67,185.43,3757.89
502,2018-07-24,388.3,428.52,8083.28
503,2019-02-20,641.08,697.29,8287.44
504,2018-02-15,175.74,205.57,3692.77
505,2018-01-24,881.36,935.56,8931.43
506,2018-04-10,684.2,716.68,5482.39
507,2018-10-29,766.42,780.89,5418.24
508,2018-08-08,622.09,738.71,12920.9
509,2018-10-16,251.86,289.18,6116.51
510,2018-02-09,287.66,297.32,3719.47
511,2018-02-28,578.76,657.76,11145.36
512,2018-02-28,581.7,616.16,8288.87
513,2018-08-30,236.6,240.01,2370.58
514,2018-06-08,287.17,302.54,5151.66
515,2018-09-11,802,852.97,11767.14
516,2018-09-04,710.68,861.48,18623.84
517,2018-07-26,506.46,578.9,13814.77
518,2018-03-29,248.67,245.72,5362.01
519,2018-01-24,355.06,381.96,9863.68
520,2018-04-17,803.03,929.01,24856.16
521,2019-01-08,862.16,885.92,15472.31
522,2018-05-25,589.28,617.76,7502.01
523,2018-07-19,318.93,383.23,7197.62
524,2018-03-12,216.96,224.58,3522.78
525,2018-11-09,289.66,296.66,4891.73
526,2018-05-10,648.16,714.85,13891.98
527,2018-12-20,391.99,406.54,7705.14
528,2018-04-03,709.19,769.82,11238.74
529,2018-11-30,988.39,1089.42,14641.93
530,2018-11-26,699.47,752.14,6491.36
531,2018-05-24,661.02,752.33,14072.71
532,2018-10-16,848.54,914.45,15628.76
533,2019-03-26,417.71,482.4,7080.02
534,2018-06-06,469.25,523.31,8566.66
535,2018-06-01,551.07,547.91,11867.14
536,2018-11-22,491.73,572.95,9273.5
537,2019-03-15,577.24,587.12,6598.15
538,2019-03-29,752.14,788.39,5861.03
539,2018-06-12,923.13,1007.09,12015.25
540,2018-11-02,445.53,490.68,4966.91
541,2018-10-03,326,358.13,5317.79
542,2018-11-14,651.33,727.78,6379.03
543,2018-04-17,591.26,660.18,9457.7
544,2018-09-26,419.21,458.91,4726.51
545,2018-04-24,931.18,944.38,7310.58
546,2018-08-28,766.15,862.17,15615.67
547,2018-06-07,673.12,729.55,10082.62
548,2018-02-21,478.25,520.2,5409.35
549,2018-11-02,986.73,1057.88,11302.17
550,2018-05-29,241.43,245.49,4567.54
551,2018-12-03,880,904.83,17120.9
552,2019-01-08,587.36,623.09,10397.9
553,2019-01-24,189.22,211.16,3949.95
554,2019-03-14,1020.05,1077.91,5445.2
555,2018-11-26,300.46,326.19,1870.83
556,2018-06-11,902.15,1072.21,22004.58
557,2018-01-16,789.4,798.2,10636.65
558,2018-01-15,579.1,638.28,8739.11
559,2019-01-24,528.34,566.97,7625.53
560,2018-07-18,260.39,283.92,5553.21
561,2018-10-03,890.99,923.68,13596.42
562,2018-11-20,975.39,1051.84,16603.31
563,2019-04-01,890.96,910.2,6403.52
564,2018-08-06,432.74,485.81,9659.5
